gyset	gylfi
kom	kommer
stenskred	stenskrede
derovre	derovre

det	de
behøver	behøvede
jo	ikke
ikke	
vare	varet
evigt	evig
sagde	sagte
ruth	ruth
og	hun
hun	
var	færdig
færdig	færdigt
med	at
at	og
klippe	klippe
og	hun
hun	
begyndte	begyndt
at	tørre
tørre	tørre
hendes	hende
hår	hård
med	
fynd	fyndtørren
tørren	

imamer	imamerpræster
præster	præsterer
og	hele
hele	
kirke	kirkeapparatet
apparatet	
nogle	nogen
af	dem
dem	den
der	dergennem
gennem	gennemhistorien
historien	
fx	for
har	eksempel
brugt	brug
kirken	kirkene
og	af
religionen	religion
til	thi
egen	egenvinding
vinding	
men	med
jeg	i
synes	syns
man	at man
skal	ska
holde	holdes
sig	fra
fra	for
hovedemnet	hovedemnet

der	dér
står	store
kola	cola
med	
snørklet	snørklets
skrift	skrifter

helt	hel
overfyldt	overfyldte
rejser	rejser
jeg	jer
mig	med
og	at
tørrer	tørrer
blodet	bloden
af	ad
munden	munden
med	ved
skjorteærme	skjorteærmen

jamen	jament
jeg	jer
forstår	forstå
det	de
ikke	
mumler	mumlere
jeg	jer
der	dér
må	måtte
da	der
være	
nogen	nogle
der	da
ikke	er
er	lige
lige	ligeså
så	
hårdt	hård
ramt	ram
jeg	jer
ved	vil
det	de
ikke	
siger	sir
han	hans
og	ryster
ryster	ryste
på	paa
hovedet	hoved

jeg	de
kan	ka
godt	li
lide	li
når	norpiger
piger	pigerne
bider	bir
sig	så
i	læben
læben	
og	at
lade	lader
være	
at	tænke
tænke	
på	hvordan
hvordan	hvornår
de	det
tager	tar
sig	så
ud	ude

morfaderen	morfaren
forlod	forlodede
mexico	mexico
til	the
fordel	fordelen
for	fra
new	neworleans
orleans	orleanse
på	
et	tidspunkt
tidspunkt	
hvor	hvorhen
han	hans
stødte	stødt
til	the
dias	dias
gjorde	
livet	lidt
svært	svær
for	fra
ham	han

han	hans
ragede	ragedes
uklar	uklart
med	men
tre	trefjerdedele
fjerdedele	
af	alle
alle	alledem
dem	den
han	hans
nogen	nogensinde
sinde	
kom	kom
i	nærheden
nærheden	
af	ad

jeg	det
ville	vil
spurte	spurge
ned	nedtil
til	
den	dén
der	dér
safe	safezone
zone	
smiler	smilede
jeg	jer

og	om
når	man
man	han
kender	kende
mere	man
til	thi
den	dén
kan	ka
man	han
måske	sige
sige	siger
mere	
om	om
universets	universitets
fremtid	fremtid

vi	i
må	måtte
ikke	drikke
drikke	drikkes
alkohol	alkoholmen
men	med
værs	værsgo
go	
kaste	kaster
jeg	jer
bare	barned
ned	nedad
ad	af
et	ét
bjerg	bjerg

hun	han
ser	siger
op	oppe
og	om
møder	møde
hans	han
ransagede	ransagede
blik	blik

hele	heath
malberg	molberg
stryger	stryger
et	par
par	
gange	ganger
hen	henover
over	
billedfladen	billedfladene
og	at
jeg	lægger
lægger	lægger
mærke	mærket
til	
hendes	hende
hænder	hændere

min	mine
flod	flode
forstår	forstod
du	der
aron	arronax
ax	
min	mine
flod	flode

hun	han
fik	fiktiver
også	osse
en	én
karriere	
så	såsolid
solid	solidt
at	det
det	
er	svært
svært	
at	nå
nå	
alt	al
for	fx
eksempel	
til	thi
københavn	københavn
for	fra
at	
besøge	
ungdomsven	ungdomsvennen
en	
rufus	ruffus

afslut	afslut
dokument	dokumentet
at	og
gå	gåt
til	forrige
forrige	forriget

hendes	hennes
hjerte	hjertehamrer
hamrer	hamre
og	at
hendes	hende
angst	angstsmitter
smitter	
vest	vestbarnet
barnet	
får	for
nu	nuvågner
vågner	vågner
annika	annikka
og	at
skriger	skrigere

de	det
er	i
i	godt
godt	
humør	humører
hører	hørte
kajsa	kaisa
sin	sine
egen	egenstemme
stemme	
sige	sige

det	de
er	med
med	m
f	f n
n	
som	så
med	
alt	al
andet	
at	af
hvis	
man	han
kun	kunne
hører	høre
om	de
de	det
ting	
der	da
ikke	lykkes
lykkedes	lykkes
kun	kunne
ser	sir
de	
krige	kriger
hvor	hvoraf
konflikten	konflikten
stadig	stadigt
er	har
optrappet	optrappet
så	som
begynder	begynder
man	men
at	tænke
tænke	
på	hvad
hvad	hva
mon	mont
de	
laver	lavede
derovre	derovres
i	hovedkvarteret
hovedkvarteret	
i	inden
new	newyork
york	york

de	det
standser	standserer
foran	fra
elevatoren	elevatorerne
og	venter
venter	venter
i	en
en	
evighed	
på	at
at	der
der	
skal	ska
komme	kommen
en	én
der	dér
kan	ka
fragte	fragtes
dem	den
alle	allesammen
sammen	
op	oppe
i	
samlet	samlede
trop	trop

heden	heath
forestillede	forestilledes
sig	så
de	det
slave	slavebundene
bundene	
under	underpassagen
passagen	passagene
over	overatlanterhavet
atlanterhavet	atlanterhavets
set	sete
af	ad
dem	den
der	da
havde	har
slave	slavebundet
bundet	
dem	den
og	om
for	formig
mig	
var	varede
det	de
helt	hel
igennem	gennemgrænseoverskridende
grænseoverskridende	grænseoverskridene

du	de
skriver	skrivede
komma	komma
at	du
du	
så	er
et	er
patriarkat	patriarkatspil
spil	
komma	komma
som	så
afviste	afviser
kvinder	kvinden
i	at
at	
spille	spillet
med	mad
punktum	punktum

brøns	brønds
siger	sir
at	den
den	dens
vittighed	vittighedssimpelthen
simpelt	simpelthen
hen	
er	ubetalelig
ubetalelig	ubetalelig

de	det
har	er
efterladt	efterladte
kaffekrus	kaffekruset
på	
bordet	bordets
fladbrød	fladbrødet
på	påen
en	at
tallerken	tallerkens
beskidt	
til	at
at	
vise	vesey
i	
vasken	
har	havde
ikke	
kun	kunnet
tage	taget
sig	
sammen	
til	at
at	
sætte	sætte
det	dem
i	opvaskemaskinen
opvaskemaskinen	opvaskemaskinen

hun	hun
har	er
jo	bare
bare	
vasket	vasket
lidt	let
af	ad
solen	solene
i	ihuset
huset	husets
væk	væk
det	de
efterår	efterårhun
hun	at hun
kom	kommer
og	
med	
hans	
tilladelse	tilladelsessydgardiner
syd	sydgardiner
gardiner	
til	thi
husets	husets
eneste	enestes
vindue	vinduer
er	af
noget	
stof	stoffen
han	hans
havde	har
liggende	læggende

mor	moren
har	er
ringet	ringet
og	at
græd	grædet
i	
telefonen	
et	ét
par	
gange	gang
mens	medens
du	det
har	været
været	
på	arbejde
arbejde	arbejdet

så	sir
må	måtte
du	det
ikke	glemme
glemme	glemmet
det	dem
sagde	sagte
cadet	cadett

hans	han
teori	teorier
er	har
blevet	bleven
diskuteret	diskuteret
ved	ved
et	symposium
symposium	
på	paa
niels	nielsbohr
bohr	bohrs
institutet	
og	om
flere	flere
opponenter	opponenters
forsøgte	forsøgt
at	finde
finde	findes
svagheder	svaghederne
i	dommedagsteorien
dommedags	dommedagsteorien
teorien	

når	nå
mor	moren
ikke	ligefrem
ligefrem	lige frem
står	stå
og	at
ser	se
på	hun
hun	at hun
tager	tar
det	der
lader	lade
hun	
et	forsvinde
forsvinde	
direkte	direktet
i	risten
risten	
for	fra
at	fedtpalle
fedt	fedtpalle
palle	palina
når	
der	det
triller	trille
rundt	rundte
i	idet
vasken	vaskenen
ikke	skal
skal	ska
røbe	røbes
hende	henne

de	det
konferere	konfererer
rettede	rettede
breve	brever
og	at
skiftes	skiftedes
til	at
at	
læse	læser
op	oppe
for	fra
at	få
få	får
lidt	let
afveksling	afvekslingen

treogtredive	toogtredive
tusind	tusinde
ni	nihundrede
hundrede	
og	
seks	seksoghalvfems
halvfems	

der	det
findes	findes
ikke	en
en	fuldendt
fuldendt	fuldendt
opskrift	opskriftsfolk
så	som
folk	folken
skal	ska
gøre	gøres
lige	ligehvad
hvad	hva
de	det
har	er
lyst	lys
til	thi

og	om
udbytningen	udbytningen
fandtes	fandt
i	ifald
fald	
jeg	at jeg
havde	har
lyst	lys
til	at
at	og
se	sig
den	dem

hun	han
syntes	synes
at	han
han	
gik	lige
lige	ligelovlig
lovlig	lovligvidt
vidt	
hans	han
hjælpsomhed	hjælpsomheder
ville	vil
udelukkende	udelukkendes
gå	gåe
ud	ude
over	
hende	henne

de	det
er	kommer
kommet	kommen
i	et
et	
skatte	skatteklemme
klemme	
på	
grund	grunden
af	ad
de	den
nye	ny
regler	regler

han	hun
vil	ville
også	osse
have	ha
reklame	reklamen
en	
af	ad
de	digitale
digitale	digitales
medier	media
punktum	punktum

de	det
eksploderer	eksploderede
på	paa
tungen	tungen
ser	sig

man	han
skulle	sku
tro	true
at	nordbyen
nordbyen	nordbyen
dækkede	dækkede
over	overen
en	
længsel	længsel
efter	eftersydens
sydens	sydens
sol	sole
og	at
hede	hedenetter
netter	

anden	andengang
gang	
jeg	var
var	hvad
i	hjørring
hjørring	hjørringen
mødte	mødtes
jeg	jer
både	bådet
troels	trolds
og	
per	peter
hos	
fiskehandlere	fiskehandlerne

vil	vælg
annullere	annullér
alle	job
job	jobs
i	i
køen	køen

hun	hunt
plejer	plejede
ikke	at
at	lyve
lyve	
om	og
den	dens
slags	slag

jeg	det
går	gå
meget	megen
ind	indfor
for	
alle	al
de	det
store	stores
komponister	komponisterne
det	dét
gjorde	gjordes
jens	jeans
også	osse
men	mens
han	
havde	har
et	blødt
blødt	blødtpunkt
punkt	
for	forhejden
hej	hejden
den	
og	
hans	han
symfonier	symfonie
så	som
når	
det	de
var	hans
hans	han
tur	ture
til	at
at	og
vælge	vælgesavede
savede	sagde
han	hans
nærmest	nærmeste
ørene	ørerne
af	ad
mig	

årsagen	årsagerne
er	har
jeg	stadigvæk
stadigvæk	stadigvæk
ikke	blevet
blevet	bleven
klog	klogt
på	

en	end
lidt	lidtsenere
senere	
patient	patienter
af	er
jacky	jackie
en	end
femtenårig	femtenårigt
sort	sortpige
pige	
som	så
er	har
forfærdelig	forfærdeligt
spinkel	spinkelt
og	
næsten	næst
ude	udeaf
af	
stand	
til	at
at	
bevæge	bevæges
sig	så

denne	den
gang	
har	havde
vi	vitromleskanneren
tromle	tromleskanneren
skanneren	
og	
det	de
mobile	mobiles
mørkekammer	mørkekammermed
med	men

de	det
halvkugleformede	halvkugleformede
øjenlåg	øjenlåger
er	
gennem	gennemridsede
ridse	
hans	
streg	
på	
midten	midten

du	de
husker	huskede
at	de
de	det
sorte	sortes
i	carolina
caroline	carolina
ikke	har
har	er
lov	lovet
til	at
at	
prædike	prædikere
i	deres
deres	
egne	egen
menigheder	menighed
de	det
skal	ska
knytte	knyttes
sig	til
til	the
de	det
hvide	vide
i	de
de	
forskellige	forskelligste
kirker	kirker

ja	jeg
man	han
må	vil
virkelig	virkeligt
være	været
strengt	strengtbesluttet
besluttet	besluttede
på	at
at	og
få	for
langt	lang
mere	
for	fra
sin	sine
vare	varer
end	
den	det
er	ærværd
værd	
men	mens
sens	sin
modpart	
køberen	
lige	ligeså
så	
hårdnakket	hårdnakken
må	måtte
satse	satset
på	at
at	og
påføre	påføren
en	det
det	
størst	største
mulige	muligt
tab	tab

i	istrålekasteren
stråle	strålekasterens
kasteren	
lys	
så	sov
jeg	en
en	én
kvinde	
der	da
havde	har
forsøgt	forsøgte
at	og
bane	bande
sig	
vej	veje
op	oppe
på	
dæk	dæk
da	der
vandet	vandet
begyndte	begyndt
at	og
strømme	strømme
ind	inde
på	
det	de
krænkende	krænkede
skib	skib

desuden	derude
kan	ka
man	han
lave	laves
top	toptekster
tekster	
og	
bund	bundtekster
tekster	
indsætte	
grafik	grafiker
og	at
billeder	billede
udskrive	udskriver
kuverter	kuverters
flette	flette

for	får
man	men
ved	vil
alt	al
hvis	vil
man	han
kender	kende
alle	al
bevægelses	bevægelsesligningerne
ligningerne	
og	
hvordan	
alting	altid
begyndte	begyndt
siger	sir
holger	holgerbech
bech	bechnielsen
nielsen	

ellen	ælden
nikker	nikker
og	vipper
vipper	vipper
frem	fremog
og	tilbage
tilbage	tilbager
på	
sine	sin
skinnende	skinnendes
røg	røgsere
sere	

dette	det
enestående	eneståendes
gunstige	gunstige
erhvervsklima	erhvervsklima
giver	gir
naturligvis	naturligvist
et	lavt
lavt	lavtte
omkostningsniveau	omkostningsniveau
stor	storafkast
afkast	
og	af
høje	højere
vækstrater	vækstrater

og	op
på	paa
den	denne
anden	andenside
side	
hvis	vil
de	det
pågældende	pågældendes
kapitler	kapitler
i	fjerde
fjerde	fjerde
skulle	sku
læses	læsses
som	så
et	udtryk
udtryk	
for	fra
den	dén
kritik	kritikhan
han	hans
fik	fiktive
for	fra
abedi	abedi
så	
har	havde
han	
forstået	forstået
sit	sit
eget	egentligt
projekt	projekts
dårligt	dårlig

hvis	ved
han	hans
har	er
flere	flere
partnere	partnerer
sagde	sagte
louise	louisia
og	kunne
kunne	ku
selv	selvhøre
høre	
at	hun
hun	
lød	lødes
som	såmænd
en	én
fra	for
sundhedsstyrelsens	sundhedsstyrelsens
age	agekampagne
kampagne	

de	da
andre	andres
mærker	mærkede
den	dem
også	osse
men	mens
hilser	hildser
den	dem
med	
jubel	jubelen

men	man
så	sådan
sagde	sagte
jeg	jer
at	det
det	
jo	ikke
ikke	
var	er
sikkert	sikker
at	det
det	
var	inde
inde	indefra
fra	
kraniet	kraniets
blodet	blodet
kom	komme
og	jeg
jeg	
kunne	ku
jo	også
også	osse
have	ha
slået	
mig	med

det	de
er	den
den	denne
bedste	måde
måde	mode
at	holde
holde	
kontakt	kontakten
med	i
mine	min
fans	fan
levende	levne
på	

som	så
voksen	voksenen
mødte	
jeg	jer
senere	senere
outrup	autrups
søn	sønnen

netop	ned
dette	de
er	et
et	
emne	
som	så
holger	holgerbech
bech	bech
nielsen	nielsen
har	havde
diskuteret	diskuterede
ivrigt	ivrig
med	men
en	én
af	
sine	sin
p	punktum

det	de
var	er
tidligt	tidlig
om	og
morgenen	morgenene
og	køligt
køligt	kølig
og	himlen
himlen	himmelen
var	er
klar	klarblå
blå	
og	at
det	de
ville	vil
blive	blivet
en	dejlig
dejlig	dejligt
varm	varmdag
dag	
og	
tværs	tværsigennem
igennem	gennem
markerne	markerne
var	hvor
der	det
rejst	rejstgigantiske
gigantiske	
højspændingsmaster	højspændingsmaster
som	så
fortsatte	forsattes
så	sålangt
langt	
vi	at vi
kunne	kunnet
se	sig
og	at
de	det
grå	gråblå
blå	
stål	stålmaster
master	
glimtede	
når	når
solstrålerne	solstrålerne
ramte	ramte
dem	den
i	en
en	
bestemt	bestemt
vinkel	vinkel
og	der
der	da
var	er
grøftekanter	grøftekant
med	
mælkebøtter	
og	
følfod	
og	
løvetand	
og	
hullede	
grusveje	
som	
førte	
fra	
landevejen	
ud	
til	
huse	
og	
bindingsværk	
gårde	
der	
lå	
langt	
fra	
hinanden	
og	
fugtige	
enge	
med	
højt	
saftigt	
græs	
og	
lavt	
liggende	
muser	
med	
blomstrende	
tørne	
buske	
og	
efterhånden	
blev	
landskabet	
mere	
og	
mere	
bakket	
og	
vi	
drejede	
af	
og	
vi	
kørte	
forbi	
et	
mejeri	
hvor	
der	
holdt	
to	
store	
mælke	
biler	
og	
så	
kom	
der	
en	
lille	
granskov	
og	
da	
vi	
havde	
passeret	
skoven	
og	
igen	
kom	
ud	
på	
et	
åbent	
stykke	
land	
og	
vi	
kunne	
se	
langt	
til	
begge	
sider	
løb	
nogle	
brune	
og	
hvide	
høns	
over	
vejen	
og	
vi	
måtte	
bremse	
hårdt	
op	
og	
vi	
mødte	
børn	
på	
cykel	
på	
vej	
til	
skole	
og	
en	
stang	
da	
mød	
in	
fyldte	
bilen	
vi	
nærmede	
os	
en	
gård	
og	
vi	
hørte	
grisene	
grynte	
og	
slubre	
i	
svinestalden	
hvis	
vinduer	
lå	
ud	
til	
vejen	

det	de
er	vigtigt
vigtigt	vigtigere
at	tilbyde
tilbyde	
svenske	svenskebørn
børn	børnmad
mad	maden
end	
for	fx
eksempel	
at	have
have	ha
et	godt
godt	
skolebibliotek	skolebibliotek

jeg	de
kan	ka
gøre	gøres
det	dem
i	en
en	
hel	helt
aften	
komma	komma
selv	selvnår
når	
jeg	
sidder	sidder
og	at
spiser	spise
punktum	punktum

skønt	skøn
der	da
ikke	var
var	hvor
nogen	nogens
umiddelbar	umiddelbart
lyskilde	lyskilde
var	hvor
der	da
alligevel	alligevel
ikke	fuldstændig
fuldstændig	fuldstændigt
mørkt	mørk
til	thi
nogle	nogen
afdelinger	afdeling
havde	have
ud	ude
mod	imod
gangen	gange
i	stedet
stedet	
for	fra
jævne	jævnebrede
brede	bredevægge
vægge	
blot	
tremmer	tremmere
der	da
ganske	ganskevist
vist	vistnåede
nåede	nået
op	oppe
til	
loftet	loftet

den	det
vil	ville
formodentlig	formodentligt
blive	bliver
en	radioaktiv
radioaktiv	radioaktiv
kerne	kerne
hvis	vil
han	hans
gør	gøre
det	dét
og	så
så	vil
vil	vi
vi	i
kunne	kunnet
stå	ståe
med	men
en	én
geiger	geigertæller
tæller	
ved	vesiden
siden	
af	at
og	at
se	see
at	han
han	
har	havde
gjort	
det	dét
fordi	for
han	
har	havde
fået	fordi
den	dem
til	at
at	
sende	sendes
sådan	sådanne
en	én
kerne	kerneud
ud	
som	så
kan	ka
registreres	registrere
med	apparatet
apparatet	apparatet

og	om
hjalmar	hjalmars
havde	har
så	såbestemt
bestemt	bestemte
sig	for
for	at
at	tage
tage	ta
børnene	børnene
med	men
en	tur
tur	
ud	ude
af	ad
byen	byen
lige	ligeså
så	
forbløffet	forbløffede
over	overgul
gul	gylfi
i	
som	
han	hans
selv	var
var	varer

hans	han
tykke	tykkehår
hår	hårskinnede
skinnede	skinnet
af	abriantine
brian	briantine
tine	

jeg	det
har	er
engang	engang
læst	læste
at	af
skovarbejdere	skovarbejderen
er	af
den	
person	personer
der	da
forbrænder	forbrænder
mest	med
energi	energier
af	alle
alle	allerhverv
erhverv	erhvervene
nemlig	nemligt
fem	femtusind
tusinde	tusind
fem	femhundrede
hundrede	
kalorier	kalorier
dagligt	daglig

jeg	jer
sagde	sagtes
at	det
det	
må	måtte
de	det
undskylde	undskyldes

den	det
består	består
af	er
nogle	nogen
gas	gasmasser
masser	
brint	
og	
helium	helium
der	da
kommer	kom
ud	ude
af	ad
universets	universitys
fødsel	fødsel

åben	åbn
den	dens
markerede	markerende
epost	epost

spurgte	spurgte
han	hans
ivrigt	ivrig
og	trak
trak	trak
sin	sine
egen	egenkaste
kaste	kastekniv
kniv	
frem	

han	hun
smiler	smir
bitter	bittersødt
sødt	
og	kikker
kigger	kikker
på	sine
sine	sin
fødder	fødder

june	junes
sø	søg

jeg	det
er	har
retfærdiggjort	
det	dét
over	overfor
for	
mig	maa
selv	selv
vil	ville
jeg	at
sige	sir
at	det
det	
på	en
en	én
måde	
var	er
sandt	sand

afdelingschefen	afdelingscheferne
i	planlægningsministeriet
planlægnings	planlægningsministeriet
ministeriet	
tog	to
venligt	venlig
afsked	afskede
med	i
gæsten	gæstene

nu	no
skinner	skinder
solen	solene
og	at
pleje	plejemoren
moderen	
snakker	snakke
ikke	længere
længere	længe
om	og
sure	suomagg
mag	
kun	
om	
ting	
hun	han
gerne	vil
vil	ville
have	ha
hildas	hildas
hjælp	hjælpe
til	thi

det	de
er	har
jo	tørvejr
tør	tørvejr
være	
næsten	
hver	vejr
dag	

hvis	ved
man	han
er	gammel
gammel	gammelt
nok	
kan	ka
man	huske
huske	huskes
barndommens	barndommen
cowboyfilm	cowboyfilme
hvor	hvoraf
heltene	helterne
med	men
blot	blotte
et	ét
enkelt	enkeltriffelskud
riffelskud	riffelskud
kunne	ku
tage	taget
livet	lidt
af	ad
indianer	indianerskurken
skurken	
oppe	
på	paa
bakkekamm	bakkekammeret

og	om
jeg	det
var	har
også	osse
en	én
af	at
disse	disselagkajer
lag	lagkaier
kajer	
vi	
kendte	
fra	for
historien	historierne
der	da
altid	havde
havde	har
gået	gået
de	det
magthavernes	magthaverne
ærinde	ærinder
for	fra
at	
redde	rede
deres	deres
skind	skinde

det	de
er	også
også	osse
der	da
har	er
bygget	bygget
det	dem

jeg	det
havde	har
haft	haften
en	én
der	
temmelig	temmeligt
længe	længere
og	slet
slet	
ikke	
før	førvovede
vovede	
bare	bar
at	tænke
tænke	
på	at
at	nævne
nævne	nævne
den	dem
over	overfor
for	
min	mine
advokat	advokater

hun	han
viser	viser
sin	sine
hektiske	
arbejdsdage	arbejdsdag
på	fra
en	medicinsk
medicinsk	medicinskafdeling
afdeling	
komma	komma
hvor	hvoraf
de	det
gamle	gamles
patienter	patienterne
lider	lider
under	undermanglen
mangel	manglen
på	
omsorg	omsår
punktum	punktum

han	hun
blev	bliver
en	symbolfigur
symbol	symbolfigur
figur	
der	
fik	fiktive
endevendt	endevendt
sit	sit
liv	liver
og	at
levnet	levnede
med	ved
de	det
sparsomme	sparsommes
oplysninger	oplysningers
som	så
var	er
tilgængelige	tilgængeligere

jeg	de
kan	ka
ikke	rigtig
rigtig	rigtigt
finde	findes
ud	udad
af	
om	
det	de
er	et
et	
udslag	
af	er
god	godsmag
smag	
eller	
sarkasme	sarkasmen
altså	altsåom
om	
det	de
er	fars
fars	
måde	måder
at	og
sige	
på	at
at	nok
nok	
var	han
han	
punker	punkerfør
før	førigtig
i	
tiden	
men	mednu
nu	
er	han
han	
altså	altså
respektabel	respektabelt
engelsk	engelsklærer
lærer	
i	
underskolen	
eller	ellerom
om	
det	de
er	jobbet
jobbet	
som	så
engelsk	engelsklærer
lærer	
der	da
har	havde
forvandlet	forvandlede
far	fare
til	
et	fortidslevn
fortidslevn	fortidslevn

det	de
er	det
det	de
har	her
leve	levet
der	det
er	hårdt
hårdt	hård

læg	læg
denne	den
epost	epost
i	udbakken
ud	udbakken
bakken	

kær	kærer
judit	judit

kom	komme
siger	sir
han	hans
og	trækker
trækker	trækker
mig	meget
længere	længere
ind	inde
i	
e	byen

michael	michael
og	jeg
jeg	jer
røg	røgen
en	
tag	tagstik
stik	
så	såsad
sad	sagde
vi	i
der	dér
og	at
troede	troede
vi	at vi
stadig	stadigvar
var	vare
ude	ud
på	
dagens	dagenes
koralrev	koralreve
mens	med
den	denne
ene	en
fabelagtige	fabelagtig
sløre	slører
efter	efterden
den	denne
anden	
greb	greber
mikrofonen	mikrofonen

når	nå
det	de
gælder	gælderlivskvalitet
livskvalitet	livskvaliteten
for	fra
den	dens
brede	bredes
befolkning	befolkning
var	varer
slutningen	slutningene
af	attenhundredetallet
atten	attenhundredetallet
hundrede	
tallet	
og	starten
starten	startene
af	er
nitten	nittenhundredetallet
hundrede	
tallet	
sandsynligvis	sandsynligvist
menneskehedens	menneskehedens
lavpunkt	lavpunkt

der	da
måtte	må
have	ha
været	
et	ét
eller	
andet	
i	luften
luften	
for	fra
samme	
aften	aftentrehundrede
tre	trehundrede
hundrede	
og	
syv	
og	
halvfjerds	syvoghalvfjerds
kilometer	kilometer
mod	modnord
nord	noor
slog	sloge
mændene	mændene
også	osse
gækken	gækkenløs
løs	
i	avesta
avesta	avesta

skal	ska
man	han
vælge	vælges
mellem	imellem
sandheden	sandheden
og	om
savnet	sagnet
så	sådan
er	sagnet
savnet	sagnet
altid	al
sandheden	sandheden
fastslår	fastslog
de	det
to	
brødre	brødrer

paul	paul
isar	isaac
var	er
en	tænksom
tænksom	tænksomhumanist
humanist	humanist
med	men
en	
glødende	
interesse	interesser
for	fra
naturen	naturer
og	om
mennesker	menneskerne
af	alle
alle	alleslags
slags	slag

enlige	ændrige
kvinder	kvindere
der	da
ikke	havde
havde	har
været	så
så	heldige
heldige	heldigere
eller	uheldige
uheldige	uheldigere
at	få
få	
fat	fattige
i	en
en	én
mand	
de	det
blev	bliver
også	osse
brand	brandbeskattet
beskattet	

beskytte	beskyt
gsi	gisi

hmm	hmmm
måske	måsket
skulle	sku
vi	i
blive	blivet
ved	været
med	at
at	
gå	
ned	nedad
ad	

de	det
bar	bare
ham	hamsidde
sidde	siddet
i	sine
sine	
egne	egentanker
tanker	tankere
i	den
den	dens
fugtige	fugtigere
og	uhumske
uhumske	
celle	celle
